Geo_Code,CD_Name,CSD_Name,CSD_type,First generation,Second generation,Third generation or more,Only regular maintenance or minor repairs needed,Major repairs needed,Constructed 1960 or before,Constructed 1961 to 1980,Constructed 1981 to 1990,Constructed 1991 to 2000,Constructed 2001 to 2005,Constructed 2006 to 2011,0 to 1 bedroom,2 bedrooms,3 bedrooms,4 or more bedrooms,Owner,Renter,Band housing,Part of a condominium development,Not part of a condominium development,One person or fewer per room,More than one person per room
5923824,Alberni-Clayoquot,Refuge Cove 6,Indian reserve,0,0,75,20,10,0,15,0,10,0,0,0,0,10,10,20,0,10,0,30,30,0
5924029,Strathcona,Zeballos,Village,0,30,55,20,0,30,0,0,0,0,0,0,30,0,0,40,0,0,0,45,45,0
5924034,Strathcona,Campbell River,City,3310,6170,21250,12355,1065,1370,4910,2365,2720,700,1355,1075,3445,5755,3145,9975,3450,0,1935,11485,13365,60
5924039,Strathcona,Sayward,Village,65,65,180,135,0,0,115,0,0,0,0,0,45,90,25,155,20,0,0,160,170,0
5924042,Strathcona,Strathcona D (Oyster Bay - Buttle Lake),Regional district electoral area,395,735,2820,1555,135,130,735,555,205,25,40,60,325,960,340,1480,210,0,20,1675,1695,0
5924052,Strathcona,Strathcona B,Regional district electoral area,270,390,535,480,75,50,145,60,115,25,170,190,130,155,75,385,170,0,0,550,555,0
5924054,Strathcona,Strathcona C,Regional district electoral area,510,380,1410,905,240,160,320,270,215,50,135,240,395,325,200,890,255,0,0,1145,1135,0
5924804,Strathcona,Campbell River 11,Indian reserve,10,20,390,120,25,10,25,25,35,30,20,0,35,65,40,130,10,10,0,145,140,0
5924806,Strathcona,Houpsitas 6,Indian reserve,0,0,180,20,20,0,10,10,15,10,0,0,10,25,0,0,0,40,0,40,20,20
5924812,Strathcona,Quinsam 12,Indian reserve,10,15,225,75,10,0,10,10,25,20,15,0,25,30,25,80,0,0,0,80,85,0
5924817,Strathcona,Cape Mudge 10,Indian reserve,0,0,140,50,15,25,10,10,10,0,0,10,15,20,20,55,10,0,0,60,65,0
5924820,Strathcona,Tork 7,Indian reserve,0,10,40,25,10,0,20,10,0,0,0,0,10,10,0,0,20,10,0,30,30,0
5924835,Strathcona,Tsa Xana 18,Indian reserve,0,0,235,30,25,0,0,0,40,0,10,10,15,15,20,15,15,30,0,60,45,10
5924836,Strathcona,Ehatis 11,Indian reserve,0,0,70,10,10,0,0,0,10,0,0,0,0,0,10,0,0,10,0,10,10,0
5924840,Strathcona,Homalco 9,Indian reserve,10,10,190,50,25,0,0,10,50,0,0,0,20,20,25,10,55,10,0,75,70,0
5926005,Comox Valley,Comox,Town,1760,2945,8580,5700,275,650,1865,930,1335,430,765,340,1600,2525,1515,4655,1320,0,985,4990,5950,20
5926010,Comox Valley,Courtenay,City,3075,5270,15230,10305,585,1025,2845,1690,3060,1135,1135,1045,3650,4190,2000,7575,3315,0,2115,8770,10795,95
5926014,Comox Valley,Cumberland,Village,245,625,2465,1280,120,505,185,150,170,75,320,105,365,685,250,1150,255,0,65,1345,1385,15
5926021,Comox Valley,Comox Valley A,Regional district electoral area,1195,1715,3950,2985,235,550,920,805,525,230,195,390,865,1255,710,2760,460,0,50,3175,3195,30
5926022,Comox Valley,Comox Valley B (Lazo North),Regional district electoral area,955,1325,4635,2765,160,445,980,635,545,135,200,160,705,1220,840,2555,370,0,15,2905,2905,25
5926024,Comox Valley,Comox Valley C (Puntledge - Black Creek),Regional district electoral area,1130,1760,5380,3060,310,390,1305,760,630,140,150,140,995,1395,840,2890,485,0,0,3375,3340,35
5926801,Comox Valley,Comox 1,Indian reserve,15,20,185,70,25,10,20,25,35,0,0,0,25,40,30,80,10,10,0,90,95,0
5927008,Powell River,Powell River,City,1610,3010,8155,5345,560,2295,1990,540,685,195,210,600,1595,1955,1750,4610,1295,0,390,5510,5885,15
5927012,Powell River,Powell River B,Regional district electoral area,150,325,1020,620,55,125,220,50,215,10,50,45,180,285,160,505,165,0,0,655,675,0
5927018,Powell River,Powell River D,Regional district electoral area,155,275,525,370,160,215,125,140,20,0,25,170,180,150,30,490,45,0,0,535,525,0
5927020,Powell River,Powell River E,Regional district electoral area,70,110,245,155,90,0,30,115,55,0,25,135,75,30,0,180,60,0,0,240,235,0
5927802,Powell River,Sliammon 1,Indian reserve,25,40,585,180,90,80,60,55,35,10,35,30,70,120,55,160,50,65,0,275,270,0
5929005,Sunshine Coast,Gibsons,Town,810,1050,2355,1815,200,370,470,415,455,145,160,285,610,750,365,1415,605,0,510,1505,1995,15
5929011,Sunshine Coast,Sechelt,District municipality,1900,2420,4790,4140,155,420,970,770,1035,440,665,485,1035,1900,875,3555,740,0,535,3755,4300,0
5929018,Sunshine Coast,Sunshine Coast A,Regional district electoral area,465,720,1595,1275,135,165,455,255,220,205,115,165,615,465,175,1215,200,0,25,1385,1400,0
5929022,Sunshine Coast,Sunshine Coast B,Regional district electoral area,480,560,1470,990,85,50,330,235,245,95,115,85,290,425,275,985,90,0,0,1065,1075,0
5929024,Sunshine Coast,Sunshine Coast D,Regional district electoral area,510,770,1995,1220,150,140,530,210,345,75,60,280,295,400,390,1050,315,0,0,1360,1370,0
5929026,Sunshine Coast,Sunshine Coast E,Regional district electoral area,595,875,2070,1320,115,115,480,215,450,95,80,85,350,635,365,1320,110,0,0,1430,1425,0
5929028,Sunshine Coast,Sunshine Coast F,Regional district electoral area,250,500,1130,840,50,150,300,200,180,50,0,65,280,390,155,650,235,0,0,870,875,0
5929803,Sunshine Coast,Sechelt (Part),Indian government district,95,140,515,290,65,75,115,30,90,15,30,45,155,105,45,245,30,75,40,315,350,0
5931006,Squamish-Lillooet,Squamish,District municipality,3135,3875,9885,6045,475,420,2395,950,1285,510,960,765,1260,2830,1670,4740,1780,0,1690,4830,6400,115
5931020,Squamish-Lillooet,Whistler,District municipality,2350,2085,4695,3725,175,120,635,1050,1125,305,665,945,1050,1105,795,2500,1395,0,1785,2115,3735,165
5931026,Squamish-Lillooet,Lillooet,District municipality,195,440,1630,925,145,205,420,210,180,0,30,145,330,305,285,830,240,0,85,980,1045,0
5931032,Squamish-Lillooet,Squamish-Lillooet A,Regional district electoral area,0,60,60,85,0,0,55,0,0,0,0,0,50,0,25,100,0,0,0,95,95,0
5931034,Squamish-Lillooet,Squamish-Lillooet B,Regional district electoral area,55,125,230,120,45,25,55,85,10,0,0,0,10,105,45,100,65,0,0,170,160,0
5931801,Squamish-Lillooet,Cheakamus 11,Indian reserve,10,0,60,10,10,0,0,0,10,0,0,0,10,0,10,10,0,10,0,20,20,0
5931806,Squamish-Lillooet,Seaichem 16,Indian reserve,10,10,40,20,10,0,10,15,0,0,0,0,15,10,0,25,0,0,0,30,30,0
5931807,Squamish-Lillooet,Stawamus 24,Indian reserve,0,0,90,15,10,0,0,10,10,0,0,0,0,0,15,20,0,10,0,25,30,0
5931808,Squamish-Lillooet,Waiwakum 14,Indian reserve,10,10,95,20,15,0,10,10,0,0,0,0,0,10,20,15,0,15,10,25,30,0
5931812,Squamish-Lillooet,Nesuch 3,Indian reserve,0,10,100,30,15,0,10,10,0,15,0,10,20,10,10,40,0,0,0,45,40,10
5931813,Squamish-Lillooet,Bridge River 1,Indian reserve,0,15,220,70,15,0,15,15,40,10,0,10,15,45,30,20,0,60,0,85,85,0
5931814,Squamish-Lillooet,Cayoosh Creek 1,Indian reserve,0,0,50,15,10,0,0,10,10,0,0,0,10,10,10,0,0,25,0,25,25,0
5931815,Squamish-Lillooet,Chilhil 6,Indian reserve,0,0,65,0,20,0,0,15,0,0,0,0,10,10,10,10,10,0,0,25,25,0
5931816,Squamish-Lillooet,Fountain  1,Indian reserve,0,0,120,15,30,0,15,10,10,10,0,0,20,10,15,35,10,0,0,45,40,0
5931821,Squamish-Lillooet,Lillooet 1,Indian reserve,10,10,200,70,15,0,20,20,30,10,15,10,25,30,30,40,10,35,0,90,85,0
5931823,Squamish-Lillooet,McCartney's Flat 4,Indian reserve,0,0,40,10,0,0,0,10,0,0,0,0,0,0,15,0,0,15,0,20,15,0
5931829,Squamish-Lillooet,Pavilion 1,Indian reserve,0,0,50,10,10,0,15,0,10,0,0,0,0,0,10,0,0,20,0,20,20,0
5931831,Squamish-Lillooet,Slosh 1,Indian reserve,0,0,220,65,20,0,25,25,30,0,0,15,20,35,15,0,0,90,0,85,90,0
5931842,Squamish-Lillooet,Fountain  1B,Indian reserve,0,0,45,10,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,15,15,0
5931843,Squamish-Lillooet,Mount Currie,Indian reserve,20,20,1260,225,165,20,85,140,85,40,25,40,105,145,100,250,80,60,25,365,355,40
5931844,Squamish-Lillooet,Nequatque,Indian reserve,0,10,290,70,30,0,25,25,30,15,0,10,25,35,25,80,15,0,0,100,95,0
5933006,Thompson-Nicola,Merritt,City,585,1195,5110,2685,215,595,1105,350,540,135,175,285,720,1010,890,2155,750,0,130,2775,2825,80
5933008,Thompson-Nicola,Thompson-Nicola M,Regional district electoral area,140,285,1385,720,75,120,340,75,155,40,75,35,250,350,160,660,135,0,25,775,780,0
5933019,Thompson-Nicola,Ashcroft,Village,140,320,1100,685,70,95,455,110,80,0,15,65,185,285,225,595,160,0,70,690,760,0
5933024,Thompson-Nicola,Cache Creek,Village,45,125,845,450,35,70,230,75,60,0,45,60,120,165,140,405,80,0,10,475,485,0
5933035,Thompson-Nicola,Logan Lake,District municipality,190,475,1405,945,40,25,575,295,55,0,20,105,275,355,250,810,175,0,95,895,985,0
5933039,Thompson-Nicola,Thompson-Nicola J (Copper Desert Country),Regional district electoral area,145,355,1025,595,55,55,225,175,95,50,50,120,150,175,205,595,55,0,30,625,650,0
5933042,Thompson-Nicola,Kamloops,City,8960,16375,58395,32855,2170,4370,15235,4725,6290,1885,2505,4010,7820,10545,12645,25810,9215,0,5915,29105,34795,225
5933044,Thompson-Nicola,Thompson-Nicola P (Rivers and the Peaks),Regional district electoral area,225,695,2735,1360,175,45,505,390,390,65,145,80,385,570,500,1385,150,0,45,1490,1530,0
5933045,Thompson-Nicola,Sun Peaks Mountain,Village,75,65,215,155,0,0,0,0,70,70,20,25,70,25,55,120,55,0,50,120,175,0
5933054,Thompson-Nicola,Chase,Village,110,580,1660,1130,65,200,395,175,265,25,135,195,430,340,235,915,285,0,85,1105,1170,25
5933067,Thompson-Nicola,Clearwater,District municipality,195,310,1965,865,150,45,565,135,160,60,45,75,200,370,365,865,155,0,20,1000,1010,0
5933068,Thompson-Nicola,Thompson-Nicola A (Wells Gray Country),Regional district electoral area,110,250,1050,600,75,60,395,115,75,0,25,35,215,290,140,640,40,0,0,685,660,0
5933801,Thompson-Nicola,Coldwater 1,Indian reserve,0,10,330,70,45,0,25,45,15,15,0,10,25,45,40,100,10,10,0,110,105,10
5933802,Thompson-Nicola,Douglas Lake 3,Indian reserve,0,0,155,35,30,10,20,10,15,0,0,0,15,30,15,45,0,15,0,65,60,10
5933805,Thompson-Nicola,Joeyaska 2,Indian reserve,0,0,35,10,10,0,10,0,0,0,0,0,0,10,10,10,0,0,0,15,15,0
5933806,Thompson-Nicola,Nicola Lake 1,Indian reserve,0,0,140,35,20,10,20,10,10,10,0,0,20,20,10,50,10,0,0,60,55,0
5933807,Thompson-Nicola,Nicola Mameet 1,Indian reserve,20,20,545,160,35,10,45,40,75,20,15,15,60,85,35,95,75,25,0,200,185,10
5933808,Thompson-Nicola,Nooaitch 10,Indian reserve,0,0,120,20,20,0,15,10,0,20,0,0,15,20,10,20,15,10,0,45,45,0
5933809,Thompson-Nicola,Paul's Basin 2,Indian reserve,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0
5933812,Thompson-Nicola,Bonaparte 3,Indian reserve,0,0,130,25,20,0,20,15,10,0,0,0,10,15,25,0,0,45,0,45,45,0
5933814,Thompson-Nicola,Canoe Creek 1,Indian reserve,0,0,100,15,10,0,10,10,10,0,0,0,10,10,10,20,0,0,0,25,30,0
5933817,Thompson-Nicola,Skeetchestn,Indian reserve,10,20,225,70,30,10,25,25,40,0,10,0,30,45,25,85,10,10,0,100,100,0
5933825,Thompson-Nicola,Inklyuhkinatko 2,Indian reserve,0,0,40,10,0,0,0,0,10,0,0,0,0,0,0,15,0,0,0,10,10,0
5933829,Thompson-Nicola,Klahkamich 17,Indian reserve,0,0,50,10,10,0,10,10,0,0,0,0,0,10,10,15,0,0,0,15,15,0
5933832,Thompson-Nicola,Klickkumcheen 18,Indian reserve,0,0,85,25,10,0,10,15,0,0,0,0,10,10,10,25,0,0,0,30,25,0
5933833,Thompson-Nicola,Inkluckcheen,Indian reserve,10,10,200,55,10,0,10,35,0,0,15,15,25,10,20,35,15,20,0,70,60,0
5933836,Thompson-Nicola,Lower Hat Creek 2,Indian reserve,0,0,50,10,10,0,0,0,10,0,0,0,0,0,10,10,0,10,0,15,15,0
5933838,Thompson-Nicola,Neskonlith,Indian reserve,0,10,220,50,30,0,10,20,30,20,0,0,15,40,25,50,15,15,0,75,75,0
5933844,Thompson-Nicola,Ashcroft 4,Indian reserve,0,0,75,15,0,0,0,0,10,0,0,0,0,10,10,0,0,25,0,25,30,0
5933849,Thompson-Nicola,Siska Flat,Indian reserve,0,0,95,35,0,0,0,10,20,0,0,0,10,20,10,20,10,10,0,35,35,0
5933851,Thompson-Nicola,Nicomen 1,Indian reserve,0,0,65,15,0,0,0,10,10,0,0,0,0,0,10,0,0,15,0,20,20,0
5933853,Thompson-Nicola,Nuuautin 2,Indian reserve,0,0,120,20,15,0,15,15,10,0,0,0,0,15,20,30,0,0,0,40,35,0
5933859,Thompson-Nicola,Shackan 11,Indian reserve,0,0,55,10,15,0,10,10,0,0,0,0,10,10,10,25,0,0,0,25,30,0
5933872,Thompson-Nicola,Marble Canyon 3,Indian reserve,0,10,60,10,15,0,0,10,10,0,0,0,10,0,10,0,0,25,0,25,25,0
5933873,Thompson-Nicola,Stryen 9,Indian reserve,0,0,70,15,10,0,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,0
5933877,Thompson-Nicola,Whispering Pines 4,Indian reserve,0,0,55,10,15,0,10,10,0,0,0,0,0,10,0,10,10,0,0,20,20,0
5933880,Thompson-Nicola,Kamloops 1,Indian reserve,250,355,1935,1020,110,30,205,90,190,165,455,120,295,430,280,910,185,35,235,890,1120,0
5933884,Thompson-Nicola,Sahhaltkum 4,Indian reserve,0,15,305,95,15,0,30,20,30,20,0,0,15,35,50,85,10,10,0,100,100,0
5933887,Thompson-Nicola,North Thompson 1,Indian reserve,10,10,230,80,15,0,10,45,25,10,0,10,25,35,35,75,0,10,0,95,90,0
5933896,Thompson-Nicola,Nekliptum  1,Indian reserve,0,0,60,10,0,0,0,0,10,0,0,0,0,0,10,0,0,10,0,10,10,0
5935010,Central Okanagan,Kelowna,City,17390,25225,71955,47465,2200,3695,15710,8810,10050,5530,5875,5900,16520,12950,14300,35580,14090,0,12975,36690,49165,505
5935012,Central Okanagan,Central Okanagan,Regional district electoral area,550,655,2645,1490,45,160,395,270,360,185,170,70,345,595,530,1295,250,0,80,1460,1535,0
5935016,Central Okanagan,Lake Country,District municipality,1515,2335,7510,4265,230,410,1500,590,735,465,790,325,985,1445,1745,3680,815,0,375,4120,4435,60
5935018,Central Okanagan,Peachland,District municipality,820,1050,3280,2200,115,90,790,290,615,270,260,145,575,950,650,1995,320,0,325,1990,2315,0
5935020,Central Okanagan,Central Okanagan J,Regional district electoral area,305,395,1165,825,10,10,105,195,350,45,135,90,220,310,215,790,45,0,0,835,840,0
5935029,Central Okanagan,West Kelowna,District municipality,4555,6275,19720,11290,505,260,3365,1895,2945,1535,1800,455,2465,3780,5110,9990,1815,0,1450,10350,11745,55
5935802,Central Okanagan,Tsinstikeptum  9,Indian reserve,625,1195,4000,2520,275,30,800,370,860,125,605,90,1460,1020,225,2405,375,15,225,2575,2790,10
5935803,Central Okanagan,Tsinstikeptum 10,Indian reserve,140,275,775,460,0,0,55,120,170,105,30,20,105,250,110,430,60,0,0,470,490,0
5937010,North Okanagan,Coldstream,District municipality,1430,2195,6570,3645,160,530,1270,685,695,305,315,130,555,1180,1935,3350,445,0,130,3670,3765,30
5937014,North Okanagan,Vernon,City,4310,7690,24480,15260,1155,2250,5775,2280,3620,1165,1330,1705,5100,5320,4295,11690,4730,0,3995,12420,16265,150
5937017,North Okanagan,North Okanagan B,Regional district electoral area,510,630,1965,1110,110,105,605,125,190,130,55,55,290,365,515,980,240,0,0,1220,1215,0
5937021,North Okanagan,North Okanagan C,Regional district electoral area,510,810,2455,1360,65,210,615,195,160,145,100,105,170,485,660,1200,220,0,0,1360,1420,0
5937022,North Okanagan,North Okanagan D,Regional district electoral area,300,590,1700,965,140,100,405,155,200,95,145,110,215,460,305,985,115,0,0,1095,1060,35
5937024,North Okanagan,Spallumcheen,District municipality,420,1065,3565,1690,260,335,695,425,320,135,35,60,370,705,815,1665,285,0,0,1945,1910,40
5937028,North Okanagan,Armstrong,City,385,1020,3270,1875,110,330,570,285,510,95,195,160,575,695,555,1605,380,0,405,1585,1970,15
5937033,North Okanagan,Enderby,City,235,635,2095,1290,125,310,250,310,350,80,120,140,580,355,345,1015,400,0,275,1140,1405,0
5937041,North Okanagan,North Okanagan F,Regional district electoral area,470,780,2605,1385,175,295,595,240,190,135,105,60,435,605,450,1270,290,0,0,1550,1495,65
5937801,North Okanagan,Okanagan (Part) 1,Indian reserve,255,560,1745,1140,95,35,135,155,415,240,250,60,630,380,160,1085,105,45,175,1055,1220,10
5937802,North Okanagan,Enderby 2,Indian reserve,10,40,360,90,65,10,45,20,25,15,30,20,50,50,25,95,25,35,0,150,145,10
5937803,North Okanagan,Priest's Valley 6,Indian reserve,45,180,375,315,0,0,60,50,50,125,0,0,200,110,0,315,0,0,0,335,335,0
5939019,Columbia-Shuswap,Revelstoke,City,775,1440,4845,2740,335,1025,1285,255,280,25,215,385,695,995,1000,2305,770,0,170,2905,3060,0
5939023,Columbia-Shuswap,Columbia-Shuswap B,Regional district electoral area,125,140,285,240,0,0,115,50,55,0,0,0,95,75,70,215,25,0,0,240,235,0
5939032,Columbia-Shuswap,Salmon Arm,City,1945,3560,11360,6850,495,975,2490,1005,1725,560,590,675,2135,2180,2355,5565,1780,0,895,6455,7265,85
5939037,Columbia-Shuswap,Columbia-Shuswap C,Regional district electoral area,745,1895,4960,3165,245,300,780,550,1070,335,370,115,955,1455,880,3060,345,0,90,3315,3370,35
5939039,Columbia-Shuswap,Columbia-Shuswap D,Regional district electoral area,365,840,2805,1440,180,245,615,160,360,85,160,115,415,580,510,1360,265,0,0,1610,1600,25
5939043,Columbia-Shuswap,Columbia-Shuswap E,Regional district electoral area,140,230,965,505,100,95,220,70,145,45,0,70,195,185,150,480,125,0,0,600,605,0
5939803,Columbia-Shuswap,North Bay 5,Indian reserve,0,0,65,25,0,0,10,10,10,0,0,0,10,10,10,25,10,0,0,30,25,0
5939804,Columbia-Shuswap,Okanagan (Part) 1,Indian reserve,0,10,60,15,20,0,10,10,10,0,0,0,15,10,10,30,0,0,0,35,35,0
5939805,Columbia-Shuswap,Quaaout 1,Indian reserve,0,20,210,90,10,10,15,30,10,10,25,20,15,40,20,60,15,25,0,95,100,0
5939806,Columbia-Shuswap,Salmon River 1,Indian reserve,0,0,40,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,10,0
5939808,Columbia-Shuswap,Switsemalph 3,Indian reserve,0,15,75,15,0,0,10,0,10,0,0,0,0,10,10,15,0,0,0,25,20,0
5939811,Columbia-Shuswap,Switsemalph,Indian reserve,0,10,120,30,15,0,15,10,10,0,10,0,10,15,15,35,10,0,0,45,40,0
5941009,Cariboo,Williams Lake,City,1075,1765,7765,4130,400,590,2260,620,640,185,225,470,1275,1380,1405,2855,1675,0,345,4185,4460,70
5941010,Cariboo,Cariboo D,Regional district electoral area,190,575,2290,1130,110,65,675,195,185,50,65,40,275,530,395,1105,130,0,0,1235,1235,0
5941012,Cariboo,Cariboo E,Regional district electoral area,255,710,3160,1510,170,125,820,350,285,35,70,40,390,500,745,1570,115,0,0,1670,1675,0
5941013,Cariboo,Quesnel,City,1050,1750,7025,3960,370,815,1985,655,655,120,100,515,1085,1440,1280,2790,1535,0,195,4130,4270,60
5941014,Cariboo,Cariboo F,Regional district electoral area,525,780,3245,1675,230,160,515,460,480,140,150,95,385,755,670,1745,160,0,0,1900,1895,0
5941015,Cariboo,Cariboo G,Regional district electoral area,515,1140,3270,1875,245,140,915,540,350,60,125,110,520,780,705,1900,225,0,0,2110,2110,0
5941016,Cariboo,Cariboo H,Regional district electoral area,205,265,1085,665,70,60,330,130,175,0,35,100,160,355,115,640,90,0,0,735,690,0
5941017,Cariboo,Cariboo L,Regional district electoral area,535,880,2755,1695,185,90,795,405,400,75,120,90,420,835,535,1740,145,0,0,1885,1885,0
5941019,Cariboo,Cariboo A,Regional district electoral area,395,1195,4650,2340,195,215,1235,445,400,130,115,70,640,965,860,2220,315,0,0,2530,2510,25
5941021,Cariboo,Cariboo B,Regional district electoral area,345,665,2995,1520,185,140,810,245,325,80,105,70,390,680,565,1545,160,0,0,1710,1700,0
5941025,Cariboo,Wells,District municipality,45,70,145,85,30,65,35,0,0,0,0,15,55,35,10,55,65,0,0,105,120,0
5941026,Cariboo,Cariboo C,Regional district electoral area,100,150,965,335,120,35,305,65,45,0,0,25,140,140,155,370,80,0,0,455,425,0
5941027,Cariboo,Cariboo I,Regional district electoral area,170,265,1010,550,85,70,320,125,60,40,20,70,165,175,225,555,90,0,0,635,630,0
5941039,Cariboo,Cariboo J,Regional district electoral area,140,160,290,245,50,50,50,55,95,25,20,85,100,95,15,230,65,0,0,295,270,0
5941801,Cariboo,Alkali Lake 1,Indian reserve,0,0,350,80,35,0,35,20,50,0,10,0,35,50,25,10,10,95,0,110,100,15
5941802,Cariboo,Canim Lake 1,Indian reserve,0,0,220,40,30,0,20,30,20,0,0,0,10,15,40,10,10,45,0,65,65,0
5941805,Cariboo,Deep Creek 2,Indian reserve,0,0,105,25,10,0,0,10,15,0,0,0,15,20,0,25,10,10,0,35,35,0
5941806,Cariboo,Dog Creek 1,Indian reserve,0,0,80,15,10,0,10,10,10,0,0,0,10,15,0,10,0,20,0,30,30,0
5941808,Cariboo,Lohbiee 3,Indian reserve,0,0,115,30,0,10,0,0,0,0,15,10,10,25,0,20,0,20,0,35,35,0
5941809,Cariboo,Quesnel 1,Indian reserve,0,0,80,10,20,0,10,0,15,0,0,0,0,15,0,30,0,0,0,30,25,0
5941812,Cariboo,Williams Lake 1,Indian reserve,10,10,215,50,30,0,25,15,25,0,10,10,25,35,10,40,0,35,10,75,75,0
5941821,Cariboo,Anahim's Flat 1,Indian reserve,0,0,465,65,55,10,45,35,30,10,0,0,20,65,35,35,10,80,10,110,110,10
5941828,Cariboo,Chilco Lake 1,Indian reserve,0,0,45,10,10,0,0,0,0,0,0,0,0,10,0,10,0,10,0,20,15,0
5941837,Cariboo,Nazco 20,Indian reserve,0,0,130,20,15,0,10,0,10,10,10,0,10,10,10,10,0,30,0,35,35,0
5941839,Cariboo,Redstone Flat 1,Indian reserve,0,0,185,40,15,0,20,10,15,0,0,10,15,30,0,25,0,25,0,55,50,10
5941840,Cariboo,Squinas 2,Indian reserve,0,0,165,20,30,0,15,15,15,0,0,0,15,15,10,15,0,30,0,45,35,10
5941841,Cariboo,Stone 1,Indian reserve,0,0,205,25,25,0,20,10,10,0,0,0,10,15,20,15,0,30,0,45,40,10
5941850,Cariboo,Toosey 1,Indian reserve,0,0,110,30,10,0,10,10,15,0,0,0,10,25,0,20,0,20,0,45,40,0
5941880,Cariboo,Ulkatcho 14A,Indian reserve,0,10,135,35,25,0,0,15,30,10,0,0,10,40,10,15,0,40,0,60,50,10
5941882,Cariboo,Alexandria,Indian reserve,0,0,55,10,10,10,0,0,0,0,0,0,0,10,0,10,0,10,0,15,10,0
5943008,Mount Waddington,Alert Bay,Village,105,25,310,195,15,85,80,15,0,0,0,65,0,75,55,145,70,0,0,215,205,0
5943012,Mount Waddington,Port McNeill,Town,225,385,2010,970,60,15,535,220,240,15,0,50,245,355,375,765,265,0,45,980,1025,0
5943023,Mount Waddington,Port Hardy,District municipality,430,565,2960,1590,165,50,1185,355,100,40,0,200,430,670,450,1260,495,0,250,1500,1720,30
5943027,Mount Waddington,Mount Waddington B,Regional district electoral area,0,20,30,25,15,0,20,0,0,0,0,15,0,20,0,15,20,0,0,40,40,0
5943033,Mount Waddington,Mount Waddington D,Regional district electoral area,20,30,95,35,0,0,10,0,0,0,0,0,0,35,0,45,0,0,0,50,50,0
5943037,Mount Waddington,Mount Waddington A,Regional district electoral area,135,160,670,365,160,175,125,75,90,20,35,80,170,150,120,425,95,0,0,515,510,10
5943804,Mount Waddington,Fort Rupert 1,Indian reserve,0,0,45,10,10,0,0,10,0,0,0,0,0,10,0,15,0,0,0,15,15,0
5943806,Mount Waddington,Tsulquate 4,Indian reserve,10,10,470,80,25,0,15,35,30,10,20,0,25,30,50,50,10,45,0,105,90,15
5943808,Mount Waddington,Gwayasdums 1,Indian reserve,0,0,45,0,10,0,0,0,0,0,0,0,10,10,0,10,0,10,0,15,15,0
5943813,Mount Waddington,Quaee 7,Indian reserve,0,10,85,20,10,10,10,0,15,0,0,0,10,10,15,20,0,10,0,35,35,0
5943815,Mount Waddington,Kippase 2,Indian reserve,0,0,205,50,25,0,10,55,10,0,0,0,15,30,25,50,15,15,0,75,75,0
5943816,Mount Waddington,Quatsino Subdivision 18,Indian reserve,0,10,210,60,15,0,20,20,15,10,15,10,10,35,25,35,20,20,0,75,70,0
5943837,Mount Waddington,Alert Bay,Indian reserve,10,25,500,150,55,25,45,45,70,20,10,15,60,90,50,140,15,50,0,210,210,0
5945012,Central Coast,Central Coast D,Regional district electoral area,40,100,240,150,30,50,45,35,40,0,0,0,75,55,35,145,30,0,0,175,180,0
5945801,Central Coast,Bella Bella 1,Indian reserve,15,15,1070,160,200,10,60,165,65,25,25,20,65,165,110,210,70,85,0,350,340,20
5945802,Central Coast,Bella Coola 1,Indian reserve,10,10,835,145,110,15,80,90,50,10,10,25,50,110,80,195,30,30,0,255,230,25
5945803,Central Coast,Katit 1,Indian reserve,0,0,60,15,20,0,10,10,10,0,0,0,0,25,0,20,10,0,0,35,35,0
5947012,Skeena-Queen Charlotte,Prince Rupert,City,1525,2145,8690,4320,655,1840,1945,755,345,45,50,585,1030,1750,1615,2980,2000,0,195,4785,4895,85
5947803,Skeena-Queen Charlotte,Masset 1,Indian reserve,0,15,590,80,160,15,40,95,70,20,0,15,45,125,60,225,10,0,0,240,235,0
5947804,Skeena-Queen Charlotte,Skidegate 1,Indian reserve,15,40,655,275,20,0,20,90,140,30,0,10,110,110,65,260,30,0,0,295,295,0
5947807,Skeena-Queen Charlotte,Dolphin Island 1,Indian reserve,0,0,485,65,75,0,20,65,45,10,0,0,30,45,55,55,20,65,0,140,120,15
5949005,Kitimat-Stikine,Kitimat,District municipality,1645,1830,4870,3365,280,1340,1600,440,170,0,65,190,515,1570,1365,2810,835,0,245,3405,3610,30
5949011,Kitimat-Stikine,Terrace,City,1295,2155,7855,4090,445,700,2255,525,805,120,125,365,925,1510,1730,3190,1345,0,360,4175,4485,50
5949013,Kitimat-Stikine,Kitimat-Stikine C (Part 1),Regional district electoral area,385,505,1705,890,200,105,400,340,170,35,50,70,335,380,315,850,245,0,0,1095,1090,0
5949018,Kitimat-Stikine,Kitimat-Stikine E,Regional district electoral area,255,495,3225,1430,245,175,940,325,175,35,30,140,535,595,415,1230,445,0,10,1670,1655,20
5949022,Kitimat-Stikine,Hazelton,Village,0,25,200,85,0,10,35,30,0,0,0,0,0,45,40,55,45,0,0,100,100,0
