trans_period,DevelopmentRegion,RegionalDistrict,Municipal_PTT_grp,CSDUID,Municipality,no_mkt_trans,no_resid_trans,no_resid_acreage_trans,resid_comm_count,no_resid_farm,no_resid_fam,no_res_1fam,no_resid_strata,no_resid_non_strata,no_resid_other,no_comm_tot,no_comm_comm,no_comm_strata_nores,no_comm_other,no_recr_tot,no_farm_tot,no_unkn_tot,sum_FMV,mn_FMV,md_FMV,sum_PPT_paid,md_PPT,no_foreign,sum_FMV_foreign,mn_FMV_foreign,md_FMV_foreign,add_tax_paid
2016-06-01,Mainland/Southwest,SQUAMISH-LILLOOET,Whistler,5931020,Whistler,147,118,1,,,,30,53,34,,1,,1,,28,,,118246657,804399,535000,2300697.6,8700,,,,,
2016-06-01,Thompson/Okanagan,CENTRAL OKANAGAN,Kelowna,5935010,Kelowna,780,762,20,2,1,4,453,244,,38,10,8,,2,4,3,1,424064560,543672.5,440000,6893001.7,6575,,,,,
2016-06-01,Thompson/Okanagan,CENTRAL OKANAGAN,Rest of Central Okanagan,,,297,285,10,3,6,1,211,47,,7,5,3,,2,2,4,1,155064063,522101.2,455000,2477212.9,6770,,,,,
2016-06-01,Thompson/Okanagan,CENTRAL OKANAGAN,Rest of Central Okanagan,5935016,Lake Country,297,285,10,3,6,1,211,47,,7,5,3,,2,2,4,1,155064063,522101.2,455000,2477212.9,6770,,,,,
2016-06-01,Thompson/Okanagan,CENTRAL OKANAGAN,Rest of Central Okanagan,5935018,Peachland,297,285,10,3,6,1,211,47,,7,5,3,,2,2,4,1,155064063,522101.2,455000,2477212.9,6770,,,,,
2016-06-01,Thompson/Okanagan,CENTRAL OKANAGAN,Rest of Central Okanagan,5935029,West Kelowna,297,285,10,3,6,1,211,47,,7,5,3,,2,2,4,1,155064063,522101.2,455000,2477212.9,6770,,,,,
2016-06-01,Thompson/Okanagan,CENTRAL OKANAGAN,Rest of Central Okanagan,5935999,Unincorporated Areas,297,285,10,3,6,1,211,47,,7,5,3,,2,2,4,1,155064063,522101.2,455000,2477212.9,6770,,,,,
2016-06-01,Vancouver Island/Coast,CAPITAL,Peninsula & Westshore,,,405,397,20,1,3,,235,89,1,48,7,2,2,3,,1,,210194655,518999.1,455000,3132678.8,6600,,,,,
2016-06-01,Vancouver Island/Coast,CAPITAL,Peninsula & Westshore,5917015,Central Saanich,405,397,20,1,3,,235,89,1,48,7,2,2,3,,1,,210194655,518999.1,455000,3132678.8,6600,,,,,
2016-06-01,Vancouver Island/Coast,CAPITAL,Peninsula & Westshore,5917041,Colwood,405,397,20,1,3,,235,89,1,48,7,2,2,3,,1,,210194655,518999.1,455000,3132678.8,6600,,,,,
2016-06-01,Vancouver Island/Coast,CAPITAL,Peninsula & Westshore,5917049,Highlands,405,397,20,1,3,,235,89,1,48,7,2,2,3,,1,,210194655,518999.1,455000,3132678.8,6600,,,,,
2016-06-01,Vancouver Island/Coast,CAPITAL,Peninsula & Westshore,5917044,Langford,405,397,20,1,3,,235,89,1,48,7,2,2,3,,1,,210194655,518999.1,455000,3132678.8,6600,,,,,
2016-06-01,Vancouver Island/Coast,CAPITAL,Peninsula & Westshore,5917042,Metchosin,405,397,20,1,3,,235,89,1,48,7,2,2,3,,1,,210194655,518999.1,455000,3132678.8,6600,,,,,
2016-06-01,Vancouver Island/Coast,CAPITAL,Peninsula & Westshore,5917005,North Saanich,405,397,20,1,3,,235,89,1,48,7,2,2,3,,1,,210194655,518999.1,455000,3132678.8,6600,,,,,
2016-06-01,Vancouver Island/Coast,CAPITAL,Peninsula & Westshore,5917010,Sidney,405,397,20,1,3,,235,89,1,48,7,2,2,3,,1,,210194655,518999.1,455000,3132678.8,6600,,,,,
2016-06-01,Vancouver Island/Coast,CAPITAL,Peninsula & Westshore,5917052,Sooke,405,397,20,1,3,,235,89,1,48,7,2,2,3,,1,,210194655,518999.1,455000,3132678.8,6600,,,,,
2016-06-01,Vancouver Island/Coast,CAPITAL,Peninsula & Westshore,5917999,Unincorporated Areas,405,397,20,1,3,,235,89,1,48,7,2,2,3,,1,,210194655,518999.1,455000,3132678.8,6600,,,,,
2016-06-01,Vancouver Island/Coast,CAPITAL,"Victoria, Esquimalt, Oak Bay, Saanich & View Royal",,,1190,1170,12,4,1,16,567,420,94,56,18,9,2,7,,1,1,740487859,622258.7,500000,12607898.6,7798,,,,,
2016-06-01,Vancouver Island/Coast,CAPITAL,"Victoria, Esquimalt, Oak Bay, Saanich & View Royal",5917040,Esquimalt,1190,1170,12,4,1,16,567,420,94,56,18,9,2,7,,1,1,740487859,622258.7,500000,12607898.6,7798,,,,,
2016-06-01,Vancouver Island/Coast,CAPITAL,"Victoria, Esquimalt, Oak Bay, Saanich & View Royal",5917030,Oak Bay,1190,1170,12,4,1,16,567,420,94,56,18,9,2,7,,1,1,740487859,622258.7,500000,12607898.6,7798,,,,,
2016-06-01,Vancouver Island/Coast,CAPITAL,"Victoria, Esquimalt, Oak Bay, Saanich & View Royal",5917021,Saanich,1190,1170,12,4,1,16,567,420,94,56,18,9,2,7,,1,1,740487859,622258.7,500000,12607898.6,7798,,,,,
2016-06-01,Vancouver Island/Coast,CAPITAL,"Victoria, Esquimalt, Oak Bay, Saanich & View Royal",5917034,Victoria,1190,1170,12,4,1,16,567,420,94,56,18,9,2,7,,1,1,740487859,622258.7,500000,12607898.6,7798,,,,,
2016-06-01,Vancouver Island/Coast,CAPITAL,"Victoria, Esquimalt, Oak Bay, Saanich & View Royal",5917047,View Royal,1190,1170,12,4,1,16,567,420,94,56,18,9,2,7,,1,1,740487859,622258.7,500000,12607898.6,7798,,,,,
2016-06-01,Vancouver Island/Coast,NANAIMO,Nanaimo,5921007,Nanaimo,571,564,13,1,1,3,321,112,75,38,5,3,,2,,,2,199878719,350050.3,320000,2813324.3,4060,,,,,
2016-06-01,Vancouver Island/Coast,NANAIMO,Rest of Nanaimo RD,,,347,309,38,4,,,223,30,5,9,20,3,16,1,14,,4,144675254,416931.6,380088,2157100.5,5300,,,,,
2016-06-01,Vancouver Island/Coast,NANAIMO,Rest of Nanaimo RD,5921008,Lantzville,347,309,38,4,,,223,30,5,9,20,3,16,1,14,,4,144675254,416931.6,380088,2157100.5,5300,,,,,
2016-06-01,Vancouver Island/Coast,NANAIMO,Rest of Nanaimo RD,5921018,Parksville,347,309,38,4,,,223,30,5,9,20,3,16,1,14,,4,144675254,416931.6,380088,2157100.5,5300,,,,,
2016-06-01,Vancouver Island/Coast,NANAIMO,Rest of Nanaimo RD,5921023,Qualicum Beach,347,309,38,4,,,223,30,5,9,20,3,16,1,14,,4,144675254,416931.6,380088,2157100.5,5300,,,,,
2016-06-01,Vancouver Island/Coast,NANAIMO,Rest of Nanaimo RD,5921999,Unincorporated Areas,347,309,38,4,,,223,30,5,9,20,3,16,1,14,,4,144675254,416931.6,380088,2157100.5,5300,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
