trans_period,DevelopmentRegion,RegionalDistrict,no_mkt_trans,no_resid_trans,no_resid_acreage_trans,resid_comm_count,no_resid_farm,no_resid_fam,no_res_1fam,no_resid_strata,no_resid_non_strata,no_resid_other,no_comm_tot,no_comm_comm,no_comm_strata_nores,no_comm_other,no_recr_tot,no_farm_tot,no_unkn_tot,sum_FMV,mn_FMV,md_FMV,sum_PPT_paid,md_PPT
2016-12-01,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,19,18,3,1,,,13,,,1,1,1,,,,,,7990831,420570.1,255000,138221.31,3100
2016-12-08,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,21,21,3,1,,,11,1,5,,,,,,,,,5010400,238590.5,185000,67172,1850
2016-12-15,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,21,21,2,,,,18,1,,,,,,,,,,5573113,265386.3,199000,77680.13,1990
2016-12-22,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,13,13,1,,,,10,1,1,,,,,,,,,3457762,265981.7,220000,49615.24,2400
2016-12-01,Vancouver Island/Coast,CAPITAL,179,167,5,3,,1,89,66,2,1,11,3,3,5,,1,,164171151.3,917157.3,530000,3407531.73,8000
2016-12-08,Vancouver Island/Coast,CAPITAL,186,173,3,1,,,48,78,,43,13,7,1,5,,,,82385862.1,442934.7,322950,1301822.63,3320
2016-12-15,Vancouver Island/Coast,CAPITAL,272,252,9,2,,2,122,71,1,45,19,3,16,,,,1,148296990.8,545209.5,501350,2278065.65,7610
2016-12-22,Vancouver Island/Coast,CAPITAL,153,143,4,,,2,79,49,4,5,8,3,3,2,,1,1,97366761,636384.1,495238.1,1680995.06,7150
2016-12-01,Vancouver Island/Coast,COMOX VALLEY,52,51,5,,,,26,13,7,,,,,,1,,,17478267,336120.5,350290,217180.21,3579
2016-12-08,Vancouver Island/Coast,COMOX VALLEY,25,24,3,,,,15,4,,2,,,,,1,,,9418365.6,376734.6,381266,100808,4298
2016-12-15,Vancouver Island/Coast,COMOX VALLEY,58,54,4,1,1,,34,12,2,,3,2,,1,1,,,23239111.7,400674.3,357093.3,313757.25,4700
2016-12-22,Vancouver Island/Coast,COMOX VALLEY,31,27,1,,,,18,7,1,,3,1,,2,1,,,25139020,810936.1,255000,566736.4,3100
2016-12-01,Vancouver Island/Coast,COWICHAN VALLEY,37,37,2,1,,,22,11,,1,,,,,,,,11415733.3,308533.3,255000,155912.02,3100
2016-12-08,Vancouver Island/Coast,COWICHAN VALLEY,19,19,,1,,,14,3,,1,,,,,,,,5700440.4,300023.2,250000,68754.99,2700
2016-12-15,Vancouver Island/Coast,COWICHAN VALLEY,35,34,1,,,,27,6,,,1,1,,,,,,10984800.2,313851.4,292000,153982.98,3840
2016-12-22,Vancouver Island/Coast,COWICHAN VALLEY,18,18,3,,,1,8,3,3,,,,,,,,,3981800,221211.1,239950,51411,2849
2016-12-01,Vancouver Island/Coast,NANAIMO,101,101,4,1,,1,64,27,3,1,,,,,,,,39155720.6,387680.4,389000,508101.91,4900
2016-12-08,Vancouver Island/Coast,NANAIMO,58,54,4,1,,,30,17,2,,2,1,1,,2,,,21471712.2,370201.9,350000,309731.52,4500
2016-12-15,Vancouver Island/Coast,NANAIMO,112,102,4,,,2,62,16,2,16,8,4,3,1,1,,1,45340193.9,404823.2,350000,670189.57,4715
2016-12-22,Vancouver Island/Coast,NANAIMO,49,47,3,,1,,27,11,1,4,,,,,2,,,15002453.1,306172.5,273000,188840.71,3280
2016-12-01,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,15,15,3,,,1,9,2,,,,,,,,,,3949366.7,263291.1,240000,56283.33,2800
2016-12-08,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,9,9,1,,,,8,,,,,,,,,,,1664000,184888.9,170000,19030,1700
2016-12-15,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,23,22,4,,1,,15,2,,,1,,,1,,,,6163250,267967.4,205000,87471.5,2100
2016-12-22,Vancouver Island/Coast,POWELL RIVER-MOUNT WADDINGTON,9,7,1,1,,1,4,,,,2,2,,,,,,4823112.4,535901.4,335000,72100,4500
2016-12-01,Vancouver Island/Coast,STRATHCONA,30,28,,,,,23,4,,1,1,1,,,,1,,9311100,310370,260250,127794,2985
2016-12-08,Vancouver Island/Coast,STRATHCONA,24,24,1,,,,22,1,,,,,,,,,,7838935.3,326622.3,301500,109222.85,3805
2016-12-15,Vancouver Island/Coast,STRATHCONA,36,34,1,1,,1,26,5,,,2,1,,1,,,,17072053.2,474223.7,320500,297435.02,3635.01
2016-12-22,Vancouver Island/Coast,STRATHCONA,20,17,,,,,11,4,,2,,,,,,,3,4321532.5,216076.6,156000,56975.33,1450
